Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Liu H.; Li F.; Xu L.; Han B.,"Liu, Hongxiao (36504522700); Li, Feng (56172307600); Xu, Lianfang (56651276400); Han, Baolong (56015909400)",36504522700; 56172307600; 56651276400; 56015909400,"The impact of socio-demographic, environmental, and individual factors on urban park visitation in Beijing, China",2017,Journal of Cleaner Production,163,,,S181,S188,7,71,10.1016/j.jclepro.2015.09.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944144906&doi=10.1016%2fj.jclepro.2015.09.012&partnerID=40&md5=57ffb085efbe3e2a50c14bec41e54297,"Urban parks improve quality of life by providing an array of cultural and natural ecosystem services, such as maintaining biodiversity, reducing air pollution, and benefiting residents’ physical and mental states. Although government invests a large amount of capital into park management, parks are still underused in many cases. In this study, the association and relative importance of socio-demographic, environmental, and individual factors were investigated with regards to their impact on citizens’ park visitation. Data was collected through cross-sectional door-to-door questionnaires and online databases, and was analyzed using a hierarchical regression model. Results showed that physical exercise (27.4% of collected reports) and rest and relaxation (26.7%) were the two most widespread reasons for park use. When asked about constraints of park visitation, time limitations were reported as being the most constraining factor. However, our quantitative analysis found no significant correlation. Socio-demographic, environmental, and individual variables explained 1%, 20% and 26% (adjusted R2) of the total variance in frequency of park visitation between participants, respectively. A citizen's neighborhood greenspace, housing price, and distance from the nearest park were negatively correlated with park use. Among individual factors, a participant's reported affinity for park visits, time spent in their residential greenspace, and number of children under seven were positively correlated with park visitation, with a decreasingβcoefficient. This research highlights the predominant contribution of attitude over accessibility factors when it comes to park visitation. Furthermore, the data indicates that accessibility factors function differently for frequent, infrequent, and moderate park users and provision with parks within 1000 m of their home is recommended. The findings have implications for park management and future research. © 2015 Elsevier Ltd",Beijing; Built environment; Ecosystem service; Green infrastructure; Park visitation,Biodiversity; Ecology; Housing; Population statistics; Regression analysis; Surveys; Transportation; Beijing; Built environment; Ecosystem services; Green infrastructure; Hierarchical regression models; Individual factors; Natural ecosystem; Physical exercise; Ecosystems,Article,Final,,Scopus,2-s2.0-84944144906
Aubauer H.P.,"Aubauer, Hans P. (6701857634)",6701857634,Development of ecological footprint to an essential economic and political tool,2011,Sustainability,3,4,,649,665,16,6,10.3390/su3040649,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867374027&doi=10.3390%2fsu3040649&partnerID=40&md5=933c83f5436e2793a68ede10de14ffc7,"This paper shows how the concept of the Ecological Footprint can be developed by incorporating the six procedures listed below, to create a single indicator of just distribution of the limited natural resources, between and within generations, and become a benchmark for decision-making between alternatives of consumption, life-styles and economic policies. Using this new tool, it should be possible to label every commodity, service and natural resource with the share it claims of the Earth's surface. This, in turn, can enable the integration of natural limits into the economy through the complete internalization of costs within market prices, while also reducing resource throughput fairly and quickly without an undue loss in GNP. The six procedures are as follows: First, operating within the boundaries of the sustainable local yields of the biologically productive soil and water areas, without any input of non-renewable resources, particularly fossil fuels; Second, taking spatial variations of this yield into account; Third, considering only sustainable CO2-sinks; Fourth, including every exploitation of nature, for instance all material flows; Fifth, taking care of intertemporal effects and depletion; and sixth, preserving the natural habitats necessary for the survival of biodiversity, bearing the species/area relationship in mind. © 2011 by the authors.",Cost internalization; Depletion; Ecological footprint; Human appropriation of net primary production (HANPP); Local sustainable yields; Sustainability,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84867374027
Tevie J.; Grimsrud K.M.; Berrens R.P.,"Tevie, Justin (55387260800); Grimsrud, Kristine M. (6603036056); Berrens, Robert P. (7003321408)",55387260800; 6603036056; 7003321408,Testing the environmental kuznets curve hypothesis for biodiversity risk in the US: A spatial econometric approach,2011,Sustainability,3,11,,2182,2199,17,32,10.3390/su3112182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867344163&doi=10.3390%2fsu3112182&partnerID=40&md5=840a7ebbe89cf5d00b9e792ea0f60e95,"This study investigates whether the environmental Kuznets curve (EKC) relationship is supported for a measure of biodiversity risk and economic development across the United States (US). Using state-level data for all 48 contiguous states, biodiversity risk is measured using a Modified Index (MODEX). This index is an adaptation of a comprehensive National Biodiversity Risk Assessment Index. The MODEX differs from other measures in that it is takes into account the impact of human activities and conservation measures. The econometric approach includes corrections for spatial autocorrelation effects, which are present in the data. Modeling estimation results do not support the EKC hypothesis for biodiversity risk in the US. This finding is robust over ordinary least squares, spatial error, and spatial lag models, where the latter is shown to be the preferred model. Results from the spatial lag regression show that a 1% increase in human population density is associated with about a 0.19% increase in biodiversity risk. Spatial dependence in this case study explains 30% of the variation, as risk in one state spills over into adjoining states. From a policy perspective, this latter result supports the need for coordinated efforts at state and federal levels to address the problem of biodiversity loss. © 2011 by the authors.",Biodiversity risk; Environmental Kuznets curve; Spatial econometrics; United States,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84867344163
Bonilla-Moheno M.; García-Frapolli E.,"Bonilla-Moheno, Martha (57204036656); García-Frapolli, Eduardo (56002650600)",57204036656; 56002650600,Conservation in Context: A comparison of conservation perspectives in a mexican protected area,2012,Sustainability,4,9,,2317,2333,16,19,10.3390/su4092317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872423211&doi=10.3390%2fsu4092317&partnerID=40&md5=2fd35818a439fe5e75bc13f6e0776d25,"The conservation of biodiversity in protected areas depends on the interests and agendas of stakeholders involved in the planning and enforcing of management actions. The challenge, therefore, has been to identify and include the perspectives of multiple participants important to local conservation. This paper describes the social context in which local conservation is conducted in a natural protected area in Yucatan, Mexico. In particular, it examines the agreement and expectations among local stakeholders on the main goals the reserve should achieve. Through participatory observation and semi-structured interviews, we analyzed the perceptions on conservation of the five groups relevant to the area management: 1) local people; 2) conservation government agency; 3) scientists; 4) non-governmental organization, and 5) a tourist agency. All actors agreed that the protected area should fulfill two main goals: i) to conserve biodiversity and, ii) to improve local welfare and development. In general, ecotourism is perceived as the best option for protecting the forest and promoting local development. Traditional agriculture, on the other hand, is perceived as the main conservation threat, but recognized as a crucial component of local wellbeing. We discuss these results in the context of the Yucatan Peninsula. © 2012 by the authors.",Conservation of biodiversity; Ecotourism; Local livelihoods; Perceptions; Protected areas; Yucatan peninsula,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84872423211
Schaffartzik A.; Haberl H.; Kastner T.; Wiedenhofer D.; Eisenmenger N.; Erb K.-H.,"Schaffartzik, Anke (36836366800); Haberl, Helmut (7004619776); Kastner, Thomas (35172987400); Wiedenhofer, Dominik (55845579800); Eisenmenger, Nina (8091682800); Erb, Karl-Heinz (7007026767)",36836366800; 7004619776; 35172987400; 55845579800; 8091682800; 7007026767,Trading land: A review of approaches to accounting for upstream land requirements of traded products,2015,Journal of Industrial Ecology,19,5,,703,714,11,55,10.1111/jiec.12258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934884722&doi=10.1111%2fjiec.12258&partnerID=40&md5=eb34c011980a8e172123c964bff58af0,"Land use is recognized as a pervasive driver of environmental impacts, including climate change and biodiversity loss. Global trade leads to ""telecoupling"" between the land use of production and the consumption of biomass-based goods and services. Telecoupling is captured by accounts of the upstream land requirements associated with traded products, also commonly referred to as land footprints. These accounts face challenges in two main areas: (1) the allocation of land to products traded and consumed and (2) the metrics to account for differences in land quality and land-use intensity. For two main families of accounting approaches (biophysical, factor-based and environmentally extended inputoutput analysis), this review discusses conceptual differences and compares results for land footprints. Biophysical approaches are able to capture a large number of products and different land uses, but suffer from a truncation problem. Economic approaches solve the truncation problem, but are hampered by the limited disaggregation of sectors and products. In light of the conceptual differences, the overall similarity of results generated by both types of approaches is remarkable. Diametrically opposed results for some of the world's largest producers and consumers of biomass-based products, however, make interpretation difficult. This review aims to provide clarity on some of the underlying conceptual issues of accounting for land footprints. © 2014 by Yale University.",Environmental accounting; Environmental input-output analysis; Industrial ecology; Land footprint; Land use; Trade,Biodiversity; Climate change; Commerce; Environmental impact; Biodiversity loss; Disaggregation; Economic approach; Environmental accountings; Environmental input-output analysis; Global trade; Industrial ecology; Input output analysis; biodiversity; biomass; climate change; environmental economics; environmental impact; global trade; industrial ecology; land use; Land use,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-84934884722
Terrapon-Pfaff J.C.,"Terrapon-Pfaff, Julia C. (55225679600)",55225679600,Linking energy- and land-use systems: Energy potentials and environmental risks of using agricultural residues in Tanzania,2012,Sustainability,4,3,,278,293,15,24,10.3390/su4030278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861361109&doi=10.3390%2fsu4030278&partnerID=40&md5=5813e5cf572327fc8dea2c82aaaafbc0,"This paper attempts to assess whether renewable energy self-sufficiency can be achieved in the crop production and processing sector in Tanzania and if this could be accomplished in an environmentally sustainable manner. In order to answer these questions the theoretical energy potential of process residues from commercially produced agricultural crops in Tanzania is evaluated. Furthermore, a set of sustainability indicators with focus on environmental criteria is applied to identify risks and opportunities of using these residues for energy generation. In particular, the positive and negative effects on the land-usesystem (soil fertility, water use and quality, biodiversity, etc.) are evaluated. The results show that energy generation with certain agricultural process residues could not only improve and secure the energy supply but could also improve the sustainability of current land-use practices. © 2012 by the authors.",Agricultural residues; Energy potentials; Environmental sustainability Tanzania; Process residues,Agricultural robots; Agricultural wastes; Biodiversity; Crops; Cultivation; Land use; Quality control; Agricultural process; Energy generations; Energy-potentials; Environmental risks; Positive and negative effect; Renewable energies; Sustainability indicators; Tanzania; Sustainable development,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84861361109
Yue J.; Jiang X.; Yuan X.; Wang X.; Li B.; Liu S.,"Yue, Junsheng (55898785800); Jiang, Xuemei (57194199094); Yuan, Xingzhong (57034615000); Wang, Xiaofeng (56306780300); Li, Bo (57193616000); Liu, Shuangshuang (57037204100)",55898785800; 57194199094; 57034615000; 56306780300; 57193616000; 57037204100,Design of a multiplexed system for domestic wastewater of Happy Farmer's Home (HFH) and environmental evaluation using the emergy analysis,2017,Journal of Cleaner Production,156,,,729,740,11,11,10.1016/j.jclepro.2017.03.097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019075888&doi=10.1016%2fj.jclepro.2017.03.097&partnerID=40&md5=1d57b56880abd247a8cbc05ff7be2945,"Sewage management of Happy Farmer's Home (HFH) in remote rural and mountain areas constituted a challenge because of the lack of adequate infrastructure and economic capability. The biogas system (BS) was a simple wastewater treatment way and could promise reusable fuel, but lots of them had low adoptive rate and obsolescence with unsuitable management, so they also would become a pollution source when tourist peak emerged and brought about huge amounts wastewater. This paper designed a multiplexed system (BSCB), component of septic tank (ST), constructed wetland (CW) and bio-pond (BP), to share responsibility of wastewater treatment from the biogas system and surroundings and was recognized as a robust and economical ecotechnology capable of meeting these challenges. This study examined and evaluated, by means of the emergy analysis, the use of environmental resources for wastewater treatment in HFH. The purpose of the analysis was to determine whether or not the installation of the BSCB system on HFH wastewater treatment might result in monetary savings and benefit the environment. The analysis done here showed that the proposed design not only resulted in sharing the load of wastewater treatment in HFH, but also reduced pressure on the local environment by providing the option of recycling clean water. Furthermore, the emergy analysis which used inputs both from natural ecosystems and the human economy, allowed a quantitative evaluation of the environmental savings due to water reused as well as the environmental impact due to the wastewater treatment process. It was demonstrated that BSCW system planted with a polyculture of ornamental plant species, besides the water treatment function, possessed several additional benefits including aesthetics and biodiversity enhancement. © 2017 Elsevier Ltd",Constructed wetland; Design; Domestic wastewater; Emergy analysis; Happy Farmer's Home,Agriculture; Biodiversity; Biogas; Design; Economics; Environmental impact; Multiplexing; Obsolescence; Reclamation; Sewage; Wastewater reclamation; Water recycling; Water treatment; Wetlands; Constructed wetlands; Domestic wastewater; Emergy analysis; Environmental evaluation; Environmental resources; Happy Farmer's Home; Quantitative evaluation; Wastewater treatment process; Wastewater treatment,Article,Final,,Scopus,2-s2.0-85019075888
Cucurachi S.; Heijungs R.; Peijnenburg W.J.G.M.; Bolte J.F.B.; De Snoo G.R.,"Cucurachi, S. (54885596500); Heijungs, R. (6701339422); Peijnenburg, W.J.G.M. (7004188198); Bolte, J.F.B. (26633399600); De Snoo, G.R. (6701724408)",54885596500; 6701339422; 7004188198; 26633399600; 6701724408,A framework for deciding on the inclusion of emerging impacts in life cycle impact assessment,2014,Journal of Cleaner Production,78,,,152,163,11,17,10.1016/j.jclepro.2014.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904268546&doi=10.1016%2fj.jclepro.2014.05.010&partnerID=40&md5=88f66de3a845d3e86d2a030c5dded7db,"As technology progresses, so does the concern about the potential health impacts on humans and biodiversity that go in hand with technological development. Emerging new impacts that are characteristic of the anthropocene require more attention in current life cycle assessment (LCA), a framework in which many relevant impact assessment models are still missing. More attention, more data and more concern require the LCA community to intervene and to start or increase the modelling efforts to accommodate new impacts in LCA. To date the process of inclusion of new impacts in LCA has not yet been formalised. To deal with this process, a framework is here proposed and tested through the analysis of three emerging impact categories, noise, ecological light pollution (ELP) and radio-frequency electromagnetic fields (RF-EMF). We show that any development must start from a careful study of the theories and investigations from other specialist fields of science than the field of LCA. The gathering of such information is fundamental to assess the maturity of the impacts, their importance and the quality of the evidence that is available. In addition, this information has to be bridged to the computational structure of LCA, to check whether the physical properties of new impacts may be adjusted to the basics of LCA. We discuss the three new potential impact categories as a paradigm for action for any new development in LCA. © 2014 Elsevier Ltd. All rights reserved.",Ecological light pollution; Electromagnetic fields; Emerging pollutants; LCA; Noise; Non-toxic pollutants,Biodiversity; Ecology; Electromagnetic fields; Pollution; Emerging pollutants; LCA; Light pollution; Noise; Non-toxic; Life cycle,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84904268546
Lehmann S.,"Lehmann, Steffen (36100454200)",36100454200,Optimizing urban material flows and waste streams in urban development through principles of zero waste and sustainable consumption,2011,Sustainability,3,1,,155,183,28,82,10.3390/su3010155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857015839&doi=10.3390%2fsu3010155&partnerID=40&md5=70848aba4339e3aab0ade9e0994f8744,"Beyond energy efficiency, there are now urgent challenges around the supply of resources, materials, energy, food and water. After debating energy efficiency for the last decade, the focus has shifted to include further resources and material efficiency. In this context, urban farming has emerged as a valid urban design strategy, where food is produced and consumed locally within city boundaries, turning disused sites and underutilized public space into productive urban landscapes and community gardens. Furthermore, such agricultural activities allow for effective composting of organic waste, returning nutrients to the soil and improving biodiversity in the urban environment. Urban farming and resource recovery will help to feed the 9 billion by 2050 (predicted population growth, UN-Habitat forecast 2009). This paper reports on best practice of urban design principles in regard to materials flow, material recovery, adaptive re-use of entire building elements and components (=design for disassembly'; prefabrication of modular building components), and other relevant strategies to implement zero waste by avoiding waste creation, reducing wasteful consumption and changing behaviour in the design and construction sectors. The paper touches on two important issues in regard to the rapid depletion of the world's natural resources: the built environment and the education of architects and designers (both topics of further research). The construction and demolition (C&D) sector: Prefabricated multi-story buildings for inner-city living can set new benchmarks for minimizing construction wastage and for modular on-site assembly. Today, the C&D sector is one of the main producers of waste; it does not engage enough with waste minimization, waste avoidance and recycling. Education and research: It's still unclear how best to introduce a holistic understanding of these challenges and to betterteach practical and affordable solutions to architects, urban designers, industrial designers, and so on. How must urban development and construction change and evolve to automatically embed sustainability in the way we design, build, operate, maintain and renew/recycle cities? One of the findings of this paper is that embedding zero-waste requires strong industry leadership, new policies and effective education curricula, as well as raising awareness (through research and education) and refocusing research agendas to bring about attitudinal change and the reduction of wasteful consumption. © 2011 by the authors.",Adaptive re-use of buildings; Changing behavior; Closed-loop urban metabolism; Material flow; Product stewardship; Recycling and reuse; Reducing consumption; Resource recovery; Urban waste streams; Waste avoidance; Zero waste concept,Agricultural robots; Biodiversity; Building components; Construction industry; Ecodesign; Energy efficiency; Industrial research; Modular construction; Population statistics; Recycling; Structural design; Sustainable development; Adaptive re use; Changing behavior; Material Flow; Product stewardship; Reducing consumption; Resource recovery; Urban metabolisms; Urban wastes; Waste Avoidance; Zero waste; Urban growth,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84857015839
Dekamin M.; Veisi H.; Safari E.; Liaghati H.; Khoshbakht K.; Dekamin M.G.,"Dekamin, Majid (56478973100); Veisi, Hadi (36904758500); Safari, Edwin (24077333000); Liaghati, Houman (24781127100); Khoshbakht, Korus (8695280900); Dekamin, Mohammad G. (6505862589)",56478973100; 36904758500; 24077333000; 24781127100; 8695280900; 6505862589,Life cycle assessment for rainbow trout (Oncorhynchus mykiss) production systems: A case study for Iran,2015,Journal of Cleaner Production,91,,,43,55,12,40,10.1016/j.jclepro.2014.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923081136&doi=10.1016%2fj.jclepro.2014.12.006&partnerID=40&md5=4e1d493e06dde00c126119336e0247e5,"The aim of this study was to assess the life cycle of rainbow trout under three culturing systems including flow-through, recirculating and semi-closed recirculating systems in Iran. The life cycle assessment (LCA) method was found to be suited very well for this purpose. LCA method was used to quantify and compare the potential environmental impacts of culturing rainbow trout in the above three aquaculture systems. Differences were found between the above three systems in terms of water dependence, land competition, feed production processes and energy use. Feed production was found to be the major contributor to the potential impacts such as climate change and acidification in all of the above three systems due to variable feed conversion ratios (FCR, 1.15, 1.47 and 1.57) in flow-through, recirculating and semi-closed recirculating systems, respectively. The results indicated that the semi-closed recirculating system was less efficient than the flow-through system, with a higher level of potential eutrophication (49% greater), abiotic depletion (80% greater) and global warming (82% greater). The recirculating system required about 10 time more material and energy demands compared to the flow-through system. Water dependence in the flow-through system was calculated to be 27 and 3.7 times more than for the recirculating and semi-closed recirculating systems, respectively for the same quantity of biomass production. The major contribution to the land use was feed ingredient production (up to 95%) for the semi-closed recirculating and recirculating system. On the other hand, the land use in the flow-through system on farm rainbow trout production and feed ingredient production were calculated about 11 and 89%, respectively. Therefore, many options exist for improving the environmental performance of these aquaculture systems. The most important measure is to increase the feed and energy efficiency through improvements in rearing modes and the optimisation of feeding practices. It is recommended that excluded impacts such as biodiversity and socio-economic impacts be carefully considered in further sustainability assessments of recirculating and semi-closed recirculating systems and in continuing efforts to improve and develop these technologies on a larger scale. © 2014 Elsevier Ltd. All rights reserved.",Aquaculture system; Environmental impacts; Flow-through system; LCA; Recirculating system,Oncorhynchus mykiss; Aquaculture; Biodiversity; Economics; Energy efficiency; Environmental impact; Environmental management; Eutrophication; Global warming; Land use; Sustainable development; Aquaculture systems; Environmental performance; Feed conversion ratios; Flow-through systems; Life Cycle Assessment (LCA); Rainbow trouts (Oncorhynchus mykiss); Recirculating system; Sustainability assessment; Life cycle,Article,Final,,Scopus,2-s2.0-84923081136
Weinberger N.; Jörissen J.; Schippl J.,"Weinberger, Nora (36653422000); Jörissen, Juliane (12788182400); Schippl, Jens (36653225500)",36653422000; 12788182400; 36653225500,"Foresight on environmental technologies: Options for the prioritisation of future research funding - Lessons learned from the project ""Roadmap Environmental Technologies 2020+""",2012,Journal of Cleaner Production,27,,,32,41,9,14,10.1016/j.jclepro.2011.12.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856060019&doi=10.1016%2fj.jclepro.2011.12.038&partnerID=40&md5=c492aa79cbffb96c539611afadb4b686,"There is broad consensus that tackling the increasing global environmental problems will require the support of technology. Consequently, environmental technologies are regarded as one of the fastest growing global markets. Owing to the wide range of technologies available that can contribute to progress in this field, there is a high demand for prospective research setting priorities in a transparent way. Against this background, the presented study aimed at supporting the process of identifying and recommending options for the prioritisation of future research funding. Taking Germany as an example, this was done by analysing chances and perspectives of different environmental technologies as well as courses of action in combination with the aim of reaching new markets for seven environmental fields of action: Climate protection, air pollution control, water management, soil conservation, protection of scarce resources, waste management and biodiversity. As a key-element of the study, future environmental challenges and promising future technological developments were identified by an extensive literature review and internet research, followed by a large-scale expert survey and several topic-specific workshops. Results demonstrate that one focus of future funding should be put on technology development for meeting the demands of emerging and developing countries. Thus, an appropriate response for the German environmental industry to such global challenges requires the provision of exportable environmental technologies, although this will change the requirement profiles of the technologies. Many high-tech-products, developed for the European market, are not directly applicable or invaluable for emerging and developing countries. The study also recommends that funding should not concentrate on individual technologies, but rather on holistic views of technologies, processes, material and energy flows. Furthermore, the estimations of market potential for the investigated technologies are closely connected to the ecological problems and their social perception in different countries. Basis strategies should be developed, which take into account the technical development as well as the main drivers and constrains. © 2011 Elsevier Ltd. All rights reserved.",Cleaner production; Environmental technologies; Research funding; Resource efficiency; Technology foresight,Biodiversity; Developing countries; International trade; Pollution control; Research; Technology; Waste management; Water management; Cleaner production; Environmental technologies; Research funding; Resource efficiency; Technology foresight; Environmental technology,Article,Final,,Scopus,2-s2.0-84856060019
Ku H.W.; Tok C.T.; Suresh A.; Ong B.L.,"Ku, Harn Wei (57189039128); Tok, Chuan Tiong (57189045226); Suresh, Aruna (57189045823); Ong, Boon Lay (57189045251)",57189039128; 57189045226; 57189045823; 57189045251,"""Active"" hydroponic greenhouse system to kick-start and augment reforestation program through carbon sequestration - An experimental and theoretical feasibility study",2016,Journal of Cleaner Production,129,,,637,646,9,3,10.1016/j.jclepro.2016.03.109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992307659&doi=10.1016%2fj.jclepro.2016.03.109&partnerID=40&md5=e8954105c4aa786531c216d51e3c7b05,"Besides promoting biodiversity, a reforestation program plays an important role in carbon capture and sequestration. However, the need to develop tree saplings well before they can be deployed on reforestation sites can delay the start of the sequestration process. This study proposed a way to reduce this time wastage by creating and erecting a special hydroponic greenhouse system on the reforestation site, while waiting for the saplings to be ready. While in service, this system makes use of an ""active"" mode of removing carbon dioxide from distributed and stationary sources, such as onsite generators that are widely used around the world and yet relatively neglected in the carbon capture and sequestration literature. Experimental tests and theoretical modeling of a hypothetical scaled-up version of the hydroponic greenhouse system using Ipomoea aquatica Forsk as the ""stand-in"" plant sequesters showed that this greenhouse system can potentially remove an amount of carbon dioxide equal to what fully grown water oak trees occupying the same land area can remove, but in a much shortr time. That is, this greenhouse system can kick-start and augment the sequestration function of the reforestation program. The methodology described in this study can be applied to determine appropriate ""stand-in"" plants for any kind of tree species that are selected for a reforestation program. © 2016 Elsevier Ltd. All rights reserved.",Carbon capture and sequestration; Ipomoea aquatica Forsk; Reforestation,Biodiversity; Carbon capture; Carbon dioxide; Greenhouses; Reforestation; Carbon capture and sequestrations; Carbon sequestration; Feasibility studies; Ipomoea aquatica Forsk; On-site generators; Sequestration process; Stationary sources; Theoretical modeling; Forestry,Article,Final,,Scopus,2-s2.0-84992307659
Boiral O.,"Boiral, Olivier (6506613972)",6506613972,Accounting for the Unaccountable: Biodiversity Reporting and Impression Management,2016,Journal of Business Ethics,135,4,,751,768,17,172,10.1007/s10551-014-2497-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918594028&doi=10.1007%2fs10551-014-2497-9&partnerID=40&md5=bda2d233732589de26610d04867addd6,"This paper explores the strategies organizations use to demonstrate their accountability for biodiversity and legitimize their impact in this area through the use of techniques of neutralization. Neutralization aims to manage stakeholder impressions on very socially sensitive issues. Based on the content analysis of 148 sustainability reports from mining organizations, the study sheds light on the successful use of rhetoric in reports on non-measurable and potentially unaccountable issues. Specifically, the study shows that mining organizations use four main techniques of neutralization when they explain their impact on biodiversity. When they address stakeholders, they defend their social legitimacy and environmental responsiveness using one of the four techniques: they claim of a net positive or neutral impact on biodiversity, they deny that they have a significant impact, they distance themselves from the impact of their actions, and they play down their responsibilities. The study contributes to the literature on corporate sustainability and accounting for stakeholders. It focuses on under-researched issues such as the management of biodiversity and the tactics used to rationalize negative impacts. The study also bridges the gap between theories about organizational legitimacy, impression management, and techniques of neutralization. © 2014, Springer Science+Business Media Dordrecht.",Accountability; Biodiversity; GRI; Impression management; Reporting; Sustainability; Techniques of neutralization,,Article,Final,,Scopus,2-s2.0-84918594028
van Schalkwyk D.L.; McMillin K.W.; Witthuhn R.C.; Hoffman L.C.,"van Schalkwyk, Diana L. Schalkwyk (36967611700); McMillin, Kenneth (6701614862); Witthuhn, R. Corli (6602781721); Hoffman, Louw C. (7201395420)",36967611700; 6701614862; 6602781721; 7201395420,The contribution of wildlife to sustainable natural resource utilization in Namibia: A review,2010,Sustainability,2,11,,3479,3499,20,23,10.3390/su2113479,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864716045&doi=10.3390%2fsu2113479&partnerID=40&md5=ceeede22d9965fcb6471b28237ffff8b,"Namibia is the driest country in sub-Saharan Africa, but well known for its richness in species and sustainable natural resource utilization. The Namibian farming sector consists mainly of extensive farming systems. Cattle production contributes 54% of the livestock sector's production output, followed by sheep and goats (25%), hides and skins (9%), and other forms of agricultural production (12%). Namibia's freehold farmers have obtained ownership rights over land and livestock since the early 1900s; commercial rights over wildlife and plants were given to freehold farmers in 1967 and to communal farmers in 1996. Natural resource-based production systems then overtook agricultural production systems and exceeded it by a factor of at least two. The shift from practicing conservation to sustainable utilization of natural resources contributed to the rapid growth of wildlife utilization. The wildlife industry in Namibia is currently the only animal production system that is expanding. There are in total at least two million head of different wildlife species. The broader impact of the utilization of wildlife on the economy is estimated to be around N$ 1.3 billion. Tourism, live sales and trophy hunting, cannot sustain further growth. Wildlife farming could offer better opportunities for ensuring long-term sustainability. As the game meat trade in Namibia is not formalized, harvesting wildlife to satisfy the demand for game meat in export markets is still in its infancy. Sustainable harvesting of wildlife for meat production, however, has the potential to increase earnings to the beneficiaries in the wildlife sector. © 2010 by the authors; licensee MDPI, Basel, Switzerland.",Biodiversity; Economic benefits; Farming; Game meat; Harvesting; Meat; Namibia; Sustainability; Sustainable natural-resource based production; Wildlife,,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84864716045
Escobar L.F.; Vredenburg H.,"Escobar, Luis Fernando (14051858700); Vredenburg, Harrie (6602270693)",14051858700; 6602270693,Multinational Oil Companies and the Adoption of Sustainable Development: A Resource-Based and Institutional Theory Interpretation of Adoption Heterogeneity,2011,Journal of Business Ethics,98,1,,39,65,26,137,10.1007/s10551-010-0534-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650226083&doi=10.1007%2fs10551-010-0534-x&partnerID=40&md5=3783a5b0249c965f59f8cb80dc694bd1,"Sustainable development is often framed as a social issue to which corporations should pay attention because it offers both opportunities and challenges. Through the use of institutional theory and the resource-based view of the firm, we shed some light on why, more than 20 years after sustainable development was first introduced, we see neither the adoption of this business model as dominant nor its converse, that is the total abandonment of the model as unworkable and unprofitable. We focus on multinational corporations (MNCs) because they were among the organizations first called to take action. In order to illustrate the institutional pressures MNCs face and their strategic response to these pressures, we analysed four major oil and gas multinationals subject to similar sustainable development pressures - climate change, biodiversity, renewable energy development and social investment. We argue that normative and coercive isomorphism does not occur at the global level because sustainable development is largely a stakeholder-driven rather than a broad social pressure. That is, host country interpretation of sustainable development pressures varies across an MNC's subsidiary network. Based on the analysis of the four major MNCs' annual reports from 2000 to 2005, we argue that mimetic isomorphism may occur, but since it implies the use of complex and intangible resources, mimetic processes are slow, rare and discretionary. © 2010 Springer Science+Business Media B.V.",business strategy; institutional theory; multinational corporations; resource-based view; sustainable development,,Article,Final,,Scopus,2-s2.0-78650226083
